10.0375 -12454.7618 -12454.7196
10.05 -12454.7598 -12454.7166
10.0625 -12454.7566 -12454.7155
10.075 -12454.7541 -12454.7130
10.0875 -12454.7504 -12454.7097
10.1 -12454.7467 -12454.7082
10.1125 -12454.7450 -12454.7052
10.125 -12454.7411 -12454.7021
10.1375 -12454.7394 -12454.7009
10.15 -12454.7357 -12454.6970
10.1625 -12454.7334 -12454.6954
10.175 -12454.7301 -12454.6936
10.1875 -12454.7271 -12454.6904
10.2 -12454.7242 -12454.6873
10.2125 -12454.7220 -12454.6854
10.225 -12454.7185 -12454.6832
10.2375 -12454.7160 -12454.6805
10.25 -12454.7124 -12454.6786
10.2625 -12454.7107 -12454.6760
10.275 -12454.7077 -12454.6742
10.2875 -12454.7049 -12454.6719
10.3 -12454.7026 -12454.6697
10.3125 -12454.6997 -12454.6684
10.325 -12454.6972 -12454.6657
10.3375 -12454.6945 -12454.6633
10.35 -12454.6925 -12454.6617
10.3625 -12454.6896 -12454.6606
10.375 -12454.6877 -12454.6592
10.3875 -12454.6845 -12454.6574
10.4 -12454.6828 -12454.6558
10.4125 -12454.6794 -12454.6548
10.425 -12454.6767 -12454.6546
10.4375 -12454.6733 -12454.6545
10.45 -12454.6697 -12454.6553
10.4625 -12454.6642 -12454.6608
