-180 -180   0.00000000   9.53750000 -1.24548613e+04
-180 -179   0.00000000   9.53750000 -1.24548641e+04
-180 -178   0.00000000   9.52500000 -1.24548675e+04
-180 -177   0.00000000   9.52500000 -1.24548715e+04
-180 -176   0.00000000   9.51250000 -1.24548760e+04
-180 -175   0.00000000   9.50000000 -1.24548807e+04
-180 -174   0.00000000   9.48750000 -1.24548857e+04
-180 -173   0.00000000   9.48750000 -1.24548908e+04
-180 -172   0.00000000   9.47500000 -1.24548959e+04
-180 -171   0.00000000   9.46250000 -1.24549009e+04
-180 -170   0.00000000   9.46250000 -1.24549059e+04
-180 -169   0.00000000   9.45000000 -1.24549106e+04
-180 -168   0.00000000   9.43750000 -1.24549150e+04
-180 -167   0.00000000   9.43750000 -1.24549192e+04
-180 -166   0.00000000   9.43750000 -1.24549232e+04
-180 -165   0.00000000   9.42500000 -1.24549270e+04
-180 -164   0.00000000   9.42500000 -1.24549308e+04
-180 -163   0.00000000   9.41250000 -1.24549347e+04
-180 -162   0.00000000   9.41250000 -1.24549387e+04
-180 -161   0.00000000   9.40000000 -1.24549427e+04
-180 -160   0.00000000   9.40000000 -1.24549472e+04
-180 -159   0.00000000   9.38750000 -1.24549513e+04
-180 -158   0.00000000   9.37500000 -1.24549555e+04
-180 -157   0.00000000   9.36250000 -1.24549601e+04
-180 -156   0.00000000   9.35000000 -1.24549650e+04
-180 -155   0.00000000   9.33750000 -1.24549704e+04
-180 -154   0.00000000   9.33750000 -1.24549764e+04
-180 -153   0.00000000   9.32500000 -1.24549829e+04
-180 -152   0.00000000   9.30000000 -1.24549900e+04
-180 -151   0.00000000   9.28750000 -1.24549977e+04
-180 -150   0.00000000   9.27500000 -1.24550059e+04
-180 -149   0.00000000   9.26250000 -1.24550146e+04
-180 -148   0.00000000   9.25000000 -1.24550235e+04
-180 -147   0.00000000   9.23750000 -1.24550326e+04
-180 -146   0.00000000   9.22500000 -1.24550416e+04
-180 -145   0.00000000   9.21250000 -1.24550502e+04
-180 -144   0.00000000   9.20000000 -1.24550584e+04
-180 -143   0.00000000   9.18750000 -1.24550660e+04
-180 -142   0.00000000   9.17500000 -1.24550732e+04
-180 -141   0.00000000   9.16250000 -1.24550801e+04
-180 -140   0.00000000   9.15000000 -1.24550869e+04
-180 -139   0.00000000   9.13750000 -1.24550935e+04
-180 -138   0.00000000   9.12500000 -1.24550997e+04
-180 -137   0.00000000   9.11250000 -1.24551055e+04
-180 -136   0.09312500   9.10000000 -1.24551121e+04
-180 -135   0.09312500   9.08750000 -1.24551181e+04
-180 -134   0.09312500   9.07500000 -1.24551230e+04
-180 -133   0.09312500   9.06250000 -1.24551269e+04
-180 -132   0.18625000   9.06250000 -1.24551314e+04
-180 -131   0.18625000   9.05000000 -1.24551359e+04
-180 -130   0.18625000   9.03750000 -1.24551400e+04
-180 -129   0.18625000   9.02500000 -1.24551435e+04
-180 -128   0.27937500   9.01250000 -1.24551485e+04
-180 -127   0.27937500   9.01250000 -1.24551538e+04
-180 -126   0.27937500   8.98750000 -1.24551590e+04
-180 -125   0.27937500   8.97500000 -1.24551643e+04
-180 -124   0.27937500   8.96250000 -1.24551698e+04
-180 -123   0.27937500   8.95000000 -1.24551755e+04
-180 -122   0.37250000   8.95000000 -1.24551824e+04
-180 -121   0.37250000   8.93750000 -1.24551898e+04
-180 -120   0.37250000   8.92500000 -1.24551974e+04
-180 -119   0.37250000   8.90000000 -1.24552061e+04
-180 -118   0.37250000   8.88750000 -1.24552157e+04
-180 -117   0.37250000   8.86250000 -1.24552263e+04
-180 -116   0.37250000   8.83750000 -1.24552379e+04
-180 -115   0.37250000   8.82500000 -1.24552506e+04
-180 -114   0.37250000   8.80000000 -1.24552643e+04
-180 -113   0.37250000   8.78750000 -1.24552789e+04
-180 -112   0.37250000   8.76250000 -1.24552941e+04
-180 -111   0.37250000   8.75000000 -1.24553096e+04
-180 -110   0.37250000   8.72500000 -1.24553249e+04
-180 -109   0.37250000   8.71250000 -1.24553395e+04
-180 -108   0.37250000   8.70000000 -1.24553528e+04
-180 -107   0.37250000   8.68750000 -1.24553643e+04
-180 -106   0.37250000   8.67500000 -1.24553736e+04
-180 -105   0.37250000   8.67500000 -1.24553807e+04
-180 -104   0.37250000   8.66250000 -1.24553856e+04
-180 -103   0.37250000   8.66250000 -1.24553884e+04
-180 -102   0.37250000   8.66250000 -1.24553894e+04
-180 -101   0.37250000   8.65000000 -1.24553888e+04
-180 -100   0.37250000   8.66250000 -1.24553866e+04
