0 0 0 9.5375 -12454.8613
0 0 0.093125 9.6125 -12454.8398
0 0 0.186250 9.6875 -12454.8209
0 0 0.279375 9.75 -12454.8042
0 0 0.372500 9.8 -12454.7895
0 0 0.465625 9.8625 -12454.7766
0 0 0.558750 9.925 -12454.7652
0 0 0.651875 9.9625 -12454.7550
0 0 0.745000 10.0125 -12454.7458
0 0 0.838125 10.05 -12454.7373
0 0 0.931250 10.075 -12454.7292
0 0 1.024375 10.1125 -12454.7214
0 0 1.117500 10.1375 -12454.7137
0 0 1.210625 10.1625 -12454.7061
0 0 1.303750 10.1875 -12454.6988
0 0 1.396875 10.2125 -12454.6919
0 1 0.000000 9.5375 -12454.8641
0 1 0.093125 9.6 -12454.8422
0 1 0.186250 9.675 -12454.8230
0 1 0.279375 9.7375 -12454.8060
0 1 0.372500 9.8 -12454.7911
0 1 0.465625 9.8625 -12454.7780
0 1 0.558750 9.925 -12454.7664
0 1 0.651875 9.975 -12454.7560
0 1 0.745000 10.0125 -12454.7466
0 1 0.838125 10.05 -12454.7379
0 1 0.931250 10.075 -12454.7296
0 1 1.024375 10.1 -12454.7215
0 1 1.117500 10.1375 -12454.7137
0 1 1.210625 10.1625 -12454.7059
0 1 1.303750 10.1875 -12454.6985
0 1 1.396875 10.2125 -12454.6915
0 2 0.000000 9.525 -12454.8675
0 2 0.093125 9.6 -12454.8453
0 2 0.186250 9.6625 -12454.8257
0 2 0.279375 9.7375 -12454.8084
0 2 0.372500 9.8 -12454.7932
0 2 0.465625 9.8625 -12454.7798
0 2 0.558750 9.9125 -12454.7679
0 2 0.651875 9.9625 -12454.7573
0 2 0.745000 10.0125 -12454.7477
0 2 0.838125 10.0375 -12454.7387
0 2 0.931250 10.075 -12454.7302
0 2 1.024375 10.1 -12454.7220
0 2 1.117500 10.1375 -12454.7140
0 2 1.210625 10.1625 -12454.7062
0 2 1.303750 10.1875 -12454.6986
0 2 1.396875 10.2125 -12454.6915
0 3 0.000000 9.525 -12454.8715
0 3 0.093125 9.5875 -12454.8489
0 3 0.186250 9.65 -12454.8289
0 3 0.279375 9.725 -12454.8113
0 3 0.372500 9.7875 -12454.7957
0 3 0.465625 9.85 -12454.7820
0 3 0.558750 9.9125 -12454.7699
0 3 0.651875 9.95 -12454.7590
0 3 0.745000 10 -12454.7491
0 3 0.838125 10.0375 -12454.7399
0 3 0.931250 10.0625 -12454.7312
0 3 1.024375 10.1 -12454.7228
0 3 1.117500 10.125 -12454.7147
0 3 1.210625 10.15 -12454.7067
0 3 1.303750 10.175 -12454.6991
0 3 1.396875 10.2 -12454.6919
0 4 0.000000 9.5125 -12454.8760
0 4 0.093125 9.575 -12454.8530
0 4 0.186250 9.65 -12454.8326
0 4 0.279375 9.7125 -12454.8146
0 4 0.372500 9.775 -12454.7987
0 4 0.465625 9.8375 -12454.7846
0 4 0.558750 9.8875 -12454.7721
0 4 0.651875 9.9375 -12454.7609
0 4 0.745000 9.9875 -12454.7508
0 4 0.838125 10.0125 -12454.7413
0 4 0.931250 10.05 -12454.7324
0 4 1.024375 10.0875 -12454.7239
0 4 1.117500 10.1125 -12454.7156
0 4 1.210625 10.15 -12454.7076
0 4 1.303750 10.175 -12454.7000
0 4 1.396875 10.2 -12454.6927
0 5 0.000000 9.5 -12454.8807
0 5 0.093125 9.5625 -12454.8574
0 5 0.186250 9.6375 -12454.8367
0 5 0.279375 9.7 -12454.8182
0 5 0.372500 9.7625 -12454.8019
0 5 0.465625 9.825 -12454.7875
0 5 0.558750 9.875 -12454.7746
0 5 0.651875 9.925 -12454.7631
0 5 0.745000 9.975 -12454.7527
0 5 0.838125 10.0125 -12454.7430
0 5 0.931250 10.05 -12454.7339
0 5 1.024375 10.075 -12454.7252
0 5 1.117500 10.1125 -12454.7169
0 5 1.210625 10.1375 -12454.7088
0 5 1.303750 10.1625 -12454.7011
0 5 1.396875 10.1875 -12454.6939
0 6 0.000000 9.4875 -12454.8857
0 6 0.093125 9.5625 -12454.8621
0 6 0.186250 9.625 -12454.8409
0 6 0.279375 9.6875 -12454.8221
0 6 0.372500 9.7625 -12454.8054
0 6 0.465625 9.8125 -12454.7905
0 6 0.558750 9.8625 -12454.7773
0 6 0.651875 9.9125 -12454.7655
0 6 0.745000 9.9625 -12454.7548
